CO_REGSAUD;DS_NOME;Ano;Pop_0a5;Pop_6a9;Pop_10a14;Pop_15a64;Pop_65emais;Pop_Total;PopH_0a5;PopH_6a9;PopH_10a14;PopH_15a64;PopH_65emais;PopH_Total;PopM_0a5;PopM_6a9;PopM_10a14;PopM_15a64;PopM_65emais;PopM_Total;p_Pop_0a5;p_Pop_6a9;p_Pop_10a14;p_Pop_15a64;p_Pop_65emais;p_PopH_0a5;p_PopH_6a9;p_PopH_10a14;p_PopH_15a64;p_PopH_65emais;p_PopM_0a5;p_PopM_6a9;p_PopM_10a14;p_PopM_15a64;p_PopM_65emais
23011;11ª Região Sobral;2010;57302;43098;67753;389970;49883;608006;29050;21896;34662;192373;22546;300527;28252;21202;33091;197597;27337;307479;9,42;7,09;11,14;64,14;8,20;9,67;7,29;11,53;64,01;7,50;9,19;6,90;10,76;64,26;8,89
23012;12ª Região Acaraú;2010;22652;16223;24352;132982;14575;210784;11646;8369;12420;67250;7119;106804;11006;7854;11932;65732;7456;103980;10,75;7,70;11,55;63,09;6,91;10,90;7,84;11,63;62,97;6,67;10,58;7,55;11,48;63,22;7,17
23013;13ª Região Tianguá;2010;31064;22867;34129;183826;23324;295210;15723;11641;17270;91368;10693;146695;15341;11226;16859;92458;12631;148515;10,52;7,75;11,56;62,27;7,90;10,72;7,94;11,77;62,28;7,29;10,33;7,56;11,35;62,25;8,50
23014;14ª Região Tauá;2010;10079;8141;12134;69744;10780;110878;5165;4104;6160;33872;5285;54586;4914;4037;5974;35872;5495;56292;9,09;7,34;10,94;62,90;9,72;9,46;7,52;11,28;62,05;9,68;8,73;7,17;10,61;63,72;9,76
23015;15ª Região Crateús;2010;26676;20121;30994;183510;29276;290577;13459;10209;15721;89956;13601;142946;13217;9912;15273;93554;15675;147631;9,18;6,92;10,67;63,15;10,08;9,42;7,14;11,00;62,93;9,51;8,95;6,71;10,35;63,37;10,62
23016;16ª Região Camocim;2010;15261;11601;18242;94293;10711;150108;7732;5929;9194;47207;5037;75099;7529;5672;9048;47086;5674;75009;10,17;7,73;12,15;62,82;7,14;10,30;7,89;12,24;62,86;6,71;10,04;7,56;12,06;62,77;7,56
23017;17ª Região Icó;2010;15215;11355;16306;108256;16910;168042;7775;5742;8377;53039;7868;82801;7440;5613;7929;55217;9042;85241;9,05;6,76;9,70;64,42;10,06;9,39;6,93;10,12;64,06;9,50;8,73;6,58;9,30;64,78;10,61
23018;18ª Região Iguatú;2010;27610;19737;29095;200131;30205;306778;14184;10041;14842;97965;14331;151363;13426;9696;14253;102166;15874;155415;9,00;6,43;9,48;65,24;9,85;9,37;6,63;9,81;64,72;9,47;8,64;6,24;9,17;65,74;10,21
23019;19ª Região Brejo Santo;2010;19398;13880;21114;132353;18527;205272;9878;7043;10819;65049;8447;101236;9520;6837;10295;67304;10080;104036;9,45;6,76;10,29;64,48;9,03;9,76;6,96;10,69;64,25;8,34;9,15;6,57;9,90;64,69;9,69
23020;20ª Região Crato;2010;32288;23135;34302;209275;29410;328410;16281;11832;17600;100279;13221;159213;16007;11303;16702;108996;16189;169197;9,83;7,04;10,44;63,72;8,96;10,23;7,43;11,05;62,98;8,30;9,46;6,68;9,87;64,42;9,57
23021;21ª Região Juazeiro do Norte;2010;39733;27658;41261;257102;31492;397246;20294;14149;21025;121779;13067;190314;19439;13509;20236;135323;18425;206932;10,00;6,96;10,39;64,72;7,93;10,66;7,43;11,05;63,99;6,87;9,39;6,53;9,78;65,39;8,90
23022;22ª Região Cascavel;2010;27215;19723;30164;195490;21491;294083;13919;10090;15248;97508;10138;146903;13296;9633;14916;97982;11353;147180;9,25;6,71;10,26;66,47;7,31;9,47;6,87;10,38;66,38;6,90;9,03;6,55;10,13;66,57;7,71
24001;1ª Região de Saúde - São José de Mipibu;2010;35636;26419;37535;224345;27567;351502;18278;13497;19069;112764;12705;176313;17358;12922;18466;111581;14862;175189;10,14;7,52;10,68;63,82;7,84;10,37;7,66;10,82;63,96;7,21;9,91;7,38;10,54;63,69;8,48
24002;2ª Região de Saúde - Mossoró;2010;39657;27479;38260;300981;30563;436940;20215;14133;19514;147357;13472;214691;19442;13346;18746;153624;17091;222249;9,08;6,29;8,76;68,88;6,99;9,42;6,58;9,09;68,64;6,28;8,75;6,00;8,43;69,12;7,69
24003;3ª Região de Saúde - João Câmara;2010;33713;24500;34829;206525;24196;323763;17139;12623;17927;104231;11333;163253;16574;11877;16902;102294;12863;160510;10,41;7,57;10,76;63,79;7,47;10,50;7,73;10,98;63,85;6,94;10,33;7,40;10,53;63,73;8,01
24004;4ª Região de Saúde - Caicó;2010;24605;17840;25698;199309;28274;295726;12508;9057;13056;98169;12523;145313;12097;8783;12642;101140;15751;150413;8,32;6,03;8,69;67,40;9,56;8,61;6,23;8,98;67,56;8,62;8,04;5,84;8,40;67,24;10,47
24005;5ª Região de Saúde - Santa Cruz;2010;17704;13301;19353;118049;17312;185719;8990;6807;9916;59296;7943;92952;8714;6494;9437;58753;9369;92767;9,53;7,16;10,42;63,56;9,32;9,67;7,32;10,67;63,79;8,55;9,39;7,00;10,17;63,33;10,10
24006;6ª Região de Saúde - Pau dos Ferros;2010;21739;16093;22148;158654;23372;242006;11038;8273;11352;77948;10897;119508;10701;7820;10796;80706;12475;122498;8,98;6,65;9,15;65,56;9,66;9,24;6,92;9,50;65,22;9,12;8,74;6,38;8,81;65,88;10,18
24007;7ª Região de Saúde - Metropolitana;2010;100427;69611;102484;838427;76950;1187899;51253;35385;51954;396026;30132;564750;49174;34226;50530;442401;46818;623149;8,45;5,86;8,63;70,58;6,48;9,08;6,27;9,20;70,12;5,34;7,89;5,49;8,11;70,99;7,51
24008;8ª Região de Saúde - Açu;2010;13641;9914;13416;96501;11000;144472;6915;5021;6901;48190;5080;72107;6726;4893;6515;48311;5920;72365;9,44;6,86;9,29;66,80;7,61;9,59;6,96;9,57;66,83;7,05;9,29;6,76;9,00;66,76;8,18
25001;1ª Região Mata Atlântica;2010;107200;75267;102949;821800;81905;1189121;54360;38321;52073;387471;32079;564304;52840;36946;50876;434329;49826;624817;9,02;6,33;8,66;69,11;6,89;9,63;6,79;9,23;68,66;5,68;8,46;5,91;8,14;69,51;7,97
25002;2ª Região;2010;28575;21314;30244;187911;30384;298428;14534;10927;15449;92202;13437;146549;14041;10387;14795;95709;16947;151879;9,58;7,14;10,13;62,97;10,18;9,92;7,46;10,54;62,92;9,17;9,24;6,84;9,74;63,02;11,16
25003;3ª Região;2010;18843;13540;18163;118867;18993;188406;9608;6955;9228;58002;8180;91973;9235;6585;8935;60865;10813;96433;10,00;7,19;9,64;63,09;10,08;10,45;7,56;10,03;63,06;8,89;9,58;6,83;9,27;63,12;11,21
25004;4ª Região;2010;10230;7641;10682;67524;10967;107044;5218;3944;5408;33559;5033;53162;5012;3697;5274;33965;5934;53882;9,56;7,14;9,98;63,08;10,25;9,82;7,42;10,17;63,13;9,47;9,30;6,86;9,79;63,04;11,01
25005;5ª Região;2010;10385;7665;10461;73252;12712;114475;5267;3980;5283;36230;5746;56506;5118;3685;5178;37022;6966;57969;9,07;6,70;9,14;63,99;11,10;9,32;7,04;9,35;64,12;10,17;8,83;6,36;8,93;63,87;12,02
25006;6ª Região;2010;21646;15811;20971;146333;19789;224550;11063;8037;10617;70761;8647;109125;10583;7774;10354;75572;11142;115425;9,64;7,04;9,34;65,17;8,81;10,14;7,36;9,73;64,84;7,92;9,17;6,74;8,97;65,47;9,65
25007;7ª Região;2010;13594;10218;14427;95340;13022;146601;6914;5288;7312;46982;5918;72414;6680;4930;7115;48358;7104;74187;9,27;6,97;9,84;65,03;8,88;9,55;7,30;10,10;64,88;8,17;9,00;6,65;9,59;65,18;9,58
25008;8ª Região;2010;10330;7361;9981;74251;9452;111375;5333;3703;5207;36509;4318;55070;4997;3658;4774;37742;5134;56305;9,27;6,61;8,96;66,67;8,49;9,68;6,72;9,46;66,30;7,84;8,87;6,50;8,48;67,03;9,12
25009;9ª Região;2010;15059;10803;15419;110158;16532;167971;7674;5510;7815;53612;7483;82094;7385;5293;7604;56546;9049;85877;8,97;6,43;9,18;65,58;9,84;9,35;6,71;9,52;65,31;9,12;8,60;6,16;8,85;65,85;10,54
25010;10ª Região;2010;10227;7226;9253;74333;11178;112217;5199;3725;4702;36188;5026;54840;5028;3501;4551;38145;6152;57377;9,11;6,44;8,25;66,24;9,96;9,48;6,79;8,57;65,99;9,16;8,76;6,10;7,93;66,48;10,72
25011;11ª Região;2010;8318;6173;8610;51107;6783;80991;4280;3183;4377;25418;3086;40344;4038;2990;4233;25689;3697;40647;10,27;7,62;10,63;63,10;8,38;10,61;7,89;10,85;63,00;7,65;9,93;7,36;10,41;63,20;9,10
25012;12ª Região;2010;16199;12013;17167;107693;16153;169225;8277;6080;8764;53024;7147;83292;7922;5933;8403;54669;9006;85933;9,57;7,10;10,14;63,64;9,55;9,94;7,30;10,52;63,66;8,58;9,22;6,90;9,78;63,62;10,48
25013;13ª Região;2010;4997;3694;4993;38918;6003;58605;2534;1844;2560;18821;2730;28489;2463;1850;2433;20097;3273;30116;8,53;6,30;8,52;66,41;10,24;8,89;6,47;8,99;66,06;9,58;8,18;6,14;8,08;66,73;10,87
25014;14ª Região;2010;14920;10563;14614;90288;11638;142023;7509;5409;7546;45004;5171;70639;7411;5154;7068;45284;6467;71384;10,51;7,44;10,29;63,57;8,19;10,63;7,66;10,68;63,71;7,32;10,38;7,22;9,90;63,44;9,06
25015;15ª Região;2010;13994;10425;15019;91371;13884;144693;7108;5362;7590;44893;6361;71314;6886;5063;7429;46478;7523;73379;9,67;7,20;10,38;63,15;9,60;9,97;7,52;10,64;62,95;8,92;9,38;6,90;10,12;63,34;10,25
25016;16ª Região;2010;46570;33387;45740;342883;42223;510803;23913;16902;23281;163344;16824;244264;22657;16485;22459;179539;25399;266539;9,12;6,54;8,95;67,13;8,27;9,79;6,92;9,53;66,87;6,89;8,50;6,18;8,43;67,36;9,53
26001;Afogados da Ingazeira;2010;17023;12561;17611;116313;17272;180780;8724;6387;8875;56737;7845;88568;8299;6174;8736;59576;9427;92212;9,42;6,95;9,74;64,34;9,55;9,85;7,21;10,02;64,06;8,86;9,00;6,70;9,47;64,61;10,22
26002;Arcoverde;2010;42746;31270;41214;238447;28925;382602;21737;15897;20662;116300;12990;187586;21009;15373;20552;122147;15935;195016;11,17;8,17;10,77;62,32;7,56;11,59;8,47;11,01;62,00;6,92;10,77;7,88;10,54;62,63;8,17
26003;Caruaru;2010;118918;87905;122044;811396;101206;1241469;60509;44625;61760;390105;44415;601414;58409;43280;60284;421291;56791;640055;9,58;7,08;9,83;65,36;8,15;10,06;7,42;10,27;64,86;7,39;9,13;6,76;9,42;65,82;8,87
26004;Garanhuns;2010;53816;39418;54762;322260;43404;513660;27474;19919;27600;155456;19198;249647;26342;19499;27162;166804;24206;264013;10,48;7,67;10,66;62,74;8,45;11,01;7,98;11,06;62,27;7,69;9,98;7,39;10,29;63,18;9,17
26005;Goiana;2010;29366;21502;30297;198331;23271;302767;14979;10901;15438;96305;10477;148100;14387;10601;14859;102026;12794;154667;9,70;7,10;10,01;65,51;7,69;10,11;7,36;10,42;65,03;7,07;9,30;6,85;9,61;65,96;8,27
26006;Limoeiro;2010;51415;38457;55424;374973;46062;566331;25980;19532;28171;180592;20497;274772;25435;18925;27253;194381;25565;291559;9,08;6,79;9,79;66,21;8,13;9,46;7,11;10,25;65,72;7,46;8,72;6,49;9,35;66,67;8,77
26007;Ouricuri;2010;38029;27367;37777;200598;24095;327866;19089;13865;19188;99043;11098;162283;18940;13502;18589;101555;12997;165583;11,60;8,35;11,52;61,18;7,35;11,76;8,54;11,82;61,03;6,84;11,44;8,15;11,23;61,33;7,85
26008;Palmares;2010;59836;45426;63011;370161;36471;574905;30450;23084;31996;181555;17469;284554;29386;22342;31015;188606;19002;290351;10,41;7,90;10,96;64,39;6,34;10,70;8,11;11,24;63,80;6,14;10,12;7,69;10,68;64,96;6,54
26009;Petrolina;2010;47986;33381;45732;285364;22250;434713;24247;17029;23120;139111;9960;213467;23739;16352;22612;146253;12290;221246;11,04;7,68;10,52;65,64;5,12;11,36;7,98;10,83;65,17;4,67;10,73;7,39;10,22;66,10;5,55
26010;Recife;2010;323262;236246;330569;2741539;277141;3908757;164549;120301;167883;1284919;104878;1842530;158713;115945;162686;1456620;172263;2066227;8,27;6,04;8,46;70,14;7,09;8,93;6,53;9,11;69,74;5,69;7,68;5,61;7,87;70,50;8,34
26011;Salgueiro;2010;15070;10786;14664;87884;10315;138719;7687;5437;7549;43352;4452;68477;7383;5349;7115;44532;5863;70242;10,86;7,78;10,57;63,35;7,44;11,23;7,94;11,02;63,31;6,50;10,51;7,62;10,13;63,40;8,35
26012;Serra Talhada;2010;23012;16440;22426;143079;18922;223879;11809;8379;11326;69447;8322;109283;11203;8061;11100;73632;10600;114596;10,28;7,34;10,02;63,91;8,45;10,81;7,67;10,36;63,55;7,62;9,78;7,03;9,69;64,25;9,25
27001;1ª Região de Saúde;2010;111652;80218;111966;800604;64249;1168689;56693;41126;56530;372432;25485;552266;54959;39092;55436;428172;38764;616423;9,55;6,86;9,58;68,50;5,50;10,27;7,45;10,24;67,44;4,61;8,92;6,34;8,99;69,46;6,29
27002;2ª Região de Saúde;2010;18557;14355;18809;96081;7958;155760;9509;7302;9477;47769;3944;78001;9048;7053;9332;48312;4014;77759;11,91;9,22;12,08;61,69;5,11;12,19;9,36;12,15;61,24;5,06;11,64;9,07;12,00;62,13;5,16
27003;3ª Região de Saúde;2010;24740;18875;26148;131191;12947;213901;12478;9506;13271;64749;6186;106190;12262;9369;12877;66442;6761;107711;11,57;8,82;12,22;61,33;6,05;11,75;8,95;12,50;60,97;5,83;11,38;8,70;11,96;61,69;6,28
27004;4ª Região de Saúde;2010;15771;12187;16302;86903;8622;139785;7954;6238;8279;42786;4057;69314;7817;5949;8023;44117;4565;70471;11,28;8,72;11,66;62,17;6,17;11,48;9,00;11,94;61,73;5,85;11,09;8,44;11,38;62,60;6,48
27005;5ª Região de Saúde;2010;25091;18877;25059;139899;11311;220237;12647;9555;12646;68110;5246;108204;12444;9322;12413;71789;6065;112033;11,39;8,57;11,38;63,52;5,14;11,69;8,83;11,69;62,95;4,85;11,11;8,32;11,08;64,08;5,41
27006;6ª Região de Saúde;2010;21097;15510;21784;125039;11999;195429;10723;7974;10999;61524;5385;96605;10374;7536;10785;63515;6614;98824;10,80;7,94;11,15;63,98;6,14;11,10;8,25;11,39;63,69;5,57;10,50;7,63;10,91;64,27;6,69
27007;7ª Região de Saúde;2010;52094;39039;54938;317349;32011;495431;26319;19664;27650;152903;14667;241203;25775;19375;27288;164446;17344;254228;10,51;7,88;11,09;64,06;6,46;10,91;8,15;11,46;63,39;6,08;10,14;7,62;10,73;64,68;6,82
27008;8ª Região de Saúde;2010;15156;11253;15668;97573;12919;152569;7705;5738;7981;46541;5734;73699;7451;5515;7687;51032;7185;78870;9,93;7,38;10,27;63,95;8,47;10,45;7,79;10,83;63,15;7,78;9,45;6,99;9,75;64,70;9,11
27009;9ª Região de Saúde;2010;26824;19767;29217;135575;15441;226824;13590;9895;14837;66346;7081;111749;13234;9872;14380;69229;8360;115075;11,83;8,71;12,88;59,77;6,81;12,16;8,85;13,28;59,37;6,34;11,50;8,58;12,50;60,16;7,26
27010;10ª Região de Saúde;2010;17924;13211;18272;92164;10298;151869;9175;6742;9286;44682;4651;74536;8749;6469;8986;47482;5647;77333;11,80;8,70;12,03;60,69;6,78;12,31;9,05;12,46;59,95;6,24;11,31;8,37;11,62;61,40;7,30
28001;Aracaju;2010;67844;45537;65412;527821;43126;749740;34435;23176;33175;245722;16513;353021;33409;22361;32237;282099;26613;396719;9,05;6,07;8,72;70,40;5,75;9,75;6,57;9,40;69,61;4,68;8,42;5,64;8,13;71,11;6,71
28002;Estância;2010;24666;18051;25791;146687;13976;229171;12536;9189;13096;72510;6306;113637;12130;8862;12695;74177;7670;115534;10,76;7,88;11,25;64,01;6,10;11,03;8,09;11,52;63,81;5,55;10,50;7,67;10,99;64,20;6,64
28003;Itabaiana;2010;22302;15956;23793;153597;16847;232495;11465;8030;12122;75585;7582;114784;10837;7926;11671;78012;9265;117711;9,59;6,86;10,23;66,06;7,25;9,99;7,00;10,56;65,85;6,61;9,21;6,73;9,91;66,27;7,87
28004;Lagarto;2010;22484;17519;25677;157902;18755;242337;11469;8920;13020;77272;8415;119096;11015;8599;12657;80630;10340;123241;9,28;7,23;10,60;65,16;7,74;9,63;7,49;10,93;64,88;7,07;8,94;6,98;10,27;65,42;8,39
28005;Nossa Senhora da Glória;2010;17491;12715;18157;98660;9159;156182;8837;6485;9328;49600;4477;78727;8654;6230;8829;49060;4682;77455;11,20;8,14;11,63;63,17;5,86;11,22;8,24;11,85;63,00;5,69;11,17;8,04;11,40;63,34;6,04
28006;Nossa Senhora do Socorro;2010;33117;22936;32920;203424;14227;306624;16734;11775;16793;98788;6243;150333;16383;11161;16127;104636;7984;156291;10,80;7,48;10,74;66,34;4,64;11,13;7,83;11,17;65,71;4,15;10,48;7,14;10,32;66,95;5,11
28007;Propriá;2010;16110;11323;16421;96721;10893;151468;8262;5805;8354;48144;4878;75443;7848;5518;8067;48577;6015;76025;10,64;7,48;10,84;63,86;7,19;10,95;7,69;11,07;63,82;6,47;10,32;7,26;10,61;63,90;7,91
29001;Alagoinhas;2010;48491;36801;52505;331857;36770;506424;24538;18762;26442;163342;16164;249248;23953;18039;26063;168515;20606;257176;9,58;7,27;10,37;65,53;7,26;9,84;7,53;10,61;65,53;6,49;9,31;7,01;10,13;65,53;8,01
29002;Barreiras;2010;42379;29403;40831;266287;22042;400942;21525;15054;20728;136872;10770;204949;20854;14349;20103;129415;11272;195993;10,57;7,33;10,18;66,42;5,50;10,50;7,35;10,11;66,78;5,25;10,64;7,32;10,26;66,03;5,75
29003;Brumado;2010;33774;26417;37276;265832;37318;400617;17356;13408;19010;133468;17018;200260;16418;13009;18266;132364;20300;200357;8,43;6,59;9,30;66,36;9,32;8,67;6,70;9,49;66,65;8,50;8,19;6,49;9,12;66,06;10,13
29004;Camaçari;2010;52599;36478;50333;363275;21641;524326;26937;18613;25542;178705;9529;259326;25662;17865;24791;184570;12112;265000;10,03;6,96;9,60;69,28;4,13;10,39;7,18;9,85;68,91;3,67;9,68;6,74;9,36;69,65;4,57
29005;Cruz das Almas;2010;21901;16831;23598;169371;18864;250565;11072;8500;12103;82200;7330;121205;10829;8331;11495;87171;11534;129360;8,74;6,72;9,42;67,60;7,53;9,13;7,01;9,99;67,82;6,05;8,37;6,44;8,89;67,39;8,92
29006;Feira de Santana;2010;96923;72501;100285;724184;79944;1073837;49247;37049;51090;346444;33435;517265;47676;35452;49195;377740;46509;556572;9,03;6,75;9,34;67,44;7,44;9,52;7,16;9,88;66,98;6,46;8,57;6,37;8,84;67,87;8,36
29007;Guanambi;2010;37798;28700;40339;286798;37067;430702;19378;14606;20496;144855;17376;216711;18420;14094;19843;141943;19691;213991;8,78;6,66;9,37;66,59;8,61;8,94;6,74;9,46;66,84;8,02;8,61;6,59;9,27;66,33;9,20
29008;Ibotirama;2010;19295;14950;21292;113674;15027;184238;9855;7625;10787;58811;7050;94128;9440;7325;10505;54863;7977;90110;10,47;8,11;11,56;61,70;8,16;10,47;8,10;11,46;62,48;7,49;10,48;8,13;11,66;60,88;8,85
29009;Ilhéus;2010;31651;23357;32181;212621;23403;323213;16141;11868;16195;105276;11264;160744;15510;11489;15986;107345;12139;162469;9,79;7,23;9,96;65,78;7,24;10,04;7,38;10,08;65,49;7,01;9,55;7,07;9,84;66,07;7,47
29010;Irecê;2010;40970;30062;41050;251857;29604;393543;20661;15335;20941;127195;14053;198185;20309;14727;20109;124662;15551;195358;10,41;7,64;10,43;64,00;7,52;10,43;7,74;10,57;64,18;7,09;10,40;7,54;10,29;63,81;7,96
29011;Itaberaba;2010;24467;19519;26988;153295;20415;244684;12381;9968;13742;76177;9091;121359;12086;9551;13246;77118;11324;123325;10,00;7,98;11,03;62,65;8,34;10,20;8,21;11,32;62,77;7,49;9,80;7,74;10,74;62,53;9,18
29012;Itabuna;2010;47670;35466;48985;337587;42394;512102;24145;17936;25096;164181;20027;251385;23525;17530;23889;173406;22367;260717;9,31;6,93;9,57;65,92;8,28;9,60;7,13;9,98;65,31;7,97;9,02;6,72;9,16;66,51;8,58
29013;Itapetinga;2010;22639;17182;22899;156590;21197;240507;11563;8754;11663;78938;10301;121219;11076;8428;11236;77652;10896;119288;9,41;7,14;9,52;65,11;8,81;9,54;7,22;9,62;65,12;8,50;9,29;7,07;9,42;65,10;9,13
29014;Jacobina;2010;37285;27458;38584;242709;31674;377710;18852;14083;19654;120600;14715;187904;18433;13375;18930;122109;16959;189806;9,87;7,27;10,22;64,26;8,39;10,03;7,49;10,46;64,18;7,83;9,71;7,05;9,97;64,33;8,93
29015;Jequié;2010;45604;34076;47453;321341;43725;492199;23337;17465;24273;159450;19879;244404;22267;16611;23180;161891;23846;247795;9,27;6,92;9,64;65,29;8,88;9,55;7,15;9,93;65,24;8,13;8,99;6,70;9,35;65,33;9,62
29016;Juazeiro;2010;53197;38633;51342;317849;33410;494431;27099;19655;26144;159092;15220;247210;26098;18978;25198;158757;18190;247221;10,76;7,81;10,38;64,29;6,76;10,96;7,95;10,58;64,36;6,16;10,56;7,68;10,19;64,22;7,36
29017;Paulo Afonso;2010;23933;17686;24173;153289;17772;236853;12093;9007;12307;75148;8212;116767;11840;8679;11866;78141;9560;120086;10,10;7,47;10,21;64,72;7,50;10,36;7,71;10,54;64,36;7,03;9,86;7,23;9,88;65,07;7,96
29018;Porto Seguro;2010;37506;27436;36697;223547;18161;343347;19195;14063;18715;111216;9101;172290;18311;13373;17982;112331;9060;171057;10,92;7,99;10,69;65,11;5,29;11,14;8,16;10,86;64,55;5,28;10,70;7,82;10,51;65,67;5,30
29019;Ribeira do Pombal;2010;28083;22430;32644;196570;27120;306847;14153;11423;16612;97881;12876;152945;13930;11007;16032;98689;14244;153902;9,15;7,31;10,64;64,06;8,84;9,25;7,47;10,86;64,00;8,42;9,05;7,15;10,42;64,12;9,26
29020;Salvador;2010;240487;174957;252598;2284407;189819;3142268;121890;88582;128152;1066940;70336;1475900;118597;86375;124446;1217467;119483;1666368;7,65;5,57;8,04;72,70;6,04;8,26;6,00;8,68;72,29;4,77;7,12;5,18;7,47;73,06;7,17
29021;Santa Maria da Vitória;2010;29229;21976;30595;186851;23012;291663;14956;11179;15613;95007;11160;147915;14273;10797;14982;91844;11852;143748;10,02;7,53;10,49;64,06;7,89;10,11;7,56;10,56;64,23;7,54;9,93;7,51;10,42;63,89;8,24
29022;Santo Antônio de Jesus;2010;39276;29697;41663;291090;34944;436670;19980;15125;21028;143627;14991;214751;19296;14572;20635;147463;19953;221919;8,99;6,80;9,54;66,66;8,00;9,30;7,04;9,79;66,88;6,98;8,70;6,57;9,30;66,45;8,99
