CO_REGSAUD;DS_NOME;Ano;Pop_0a5;Pop_6a9;Pop_10a14;Pop_15a64;Pop_65emais;Pop_Total;PopH_0a5;PopH_6a9;PopH_10a14;PopH_15a64;PopH_65emais;PopH_Total;PopM_0a5;PopM_6a9;PopM_10a14;PopM_15a64;PopM_65emais;PopM_Total;p_Pop_0a5;p_Pop_6a9;p_Pop_10a14;p_Pop_15a64;p_Pop_65emais;p_PopH_0a5;p_PopH_6a9;p_PopH_10a14;p_PopH_15a64;p_PopH_65emais;p_PopM_0a5;p_PopM_6a9;p_PopM_10a14;p_PopM_15a64;p_PopM_65emais
29023;Seabra;2010;17043;13224;18338;111260;15930;175795;8626;6734;9402;55571;6976;87309;8417;6490;8936;55689;8954;88486;9,69;7,52;10,43;63,29;9,06;9,88;7,71;10,77;63,65;7,99;9,51;7,33;10,10;62,94;10,12
29024;Senhor do Bonfim;2010;27851;21523;29472;183575;23102;285523;14145;10949;15100;91900;10736;142830;13706;10574;14372;91675;12366;142693;9,75;7,54;10,32;64,29;8,09;9,90;7,67;10,57;64,34;7,52;9,61;7,41;10,07;64,25;8,67
29025;Serrinha;2010;57869;45681;63641;386182;50713;604086;29582;23057;32465;193403;23866;302373;28287;22624;31176;192779;26847;301713;9,58;7,56;10,54;63,93;8,39;9,78;7,63;10,74;63,96;7,89;9,38;7,50;10,33;63,89;8,90
29026;Teixeira de Freitas;2010;42088;31100;42480;272233;28958;416859;21286;15870;21738;135945;14222;209061;20802;15230;20742;136288;14736;207798;10,10;7,46;10,19;65,31;6,95;10,18;7,59;10,40;65,03;6,80;10,01;7,33;9,98;65,59;7,09
29027;Valença;2010;31019;22907;31735;190992;17594;294247;15817;11855;16172;96355;8541;148740;15202;11052;15563;94637;9053;145507;10,54;7,78;10,79;64,91;5,98;10,63;7,97;10,87;64,78;5,74;10,45;7,60;10,70;65,04;6,22
29028;Vitória da Conquista;2010;58754;44301;59584;417211;52858;632708;29955;22532;30386;204557;24453;311883;28799;21769;29198;212654;28405;320825;9,29;7,00;9,42;65,94;8,35;9,60;7,22;9,74;65,59;7,84;8,98;6,79;9,10;66,28;8,85
31001;Águas Formosas;2010;5534;4313;5909;36314;5966;58036;2785;2195;2965;18735;2901;29581;2749;2118;2944;17579;3065;28455;9,54;7,43;10,18;62,57;10,28;9,41;7,42;10,02;63,33;9,81;9,66;7,44;10,35;61,78;10,77
31002;Além Paraíba;2010;4114;3154;4663;38089;5771;55791;2095;1593;2365;18709;2399;27161;2019;1561;2298;19380;3372;28630;7,37;5,65;8,36;68,27;10,34;7,71;5,87;8,71;68,88;8,83;7,05;5,45;8,03;67,69;11,78
31003;Alfenas Machado;2010;23879;17506;25747;210640;27604;305376;12252;8889;13094;106326;13190;153751;11627;8617;12653;104314;14414;151625;7,82;5,73;8,43;68,98;9,04;7,97;5,78;8,52;69,15;8,58;7,67;5,68;8,34;68,80;9,51
31004;Almenara;2010;16049;12226;16921;112051;17755;175002;8179;6243;8796;57518;8600;89336;7870;5983;8125;54533;9155;85666;9,17;6,99;9,67;64,03;10,15;9,16;6,99;9,85;64,38;9,63;9,19;6,98;9,48;63,66;10,69
31005;Araçuaí;2010;7346;6048;8832;58066;8121;88413;3779;3075;4508;29733;3398;44493;3567;2973;4324;28333;4723;43920;8,31;6,84;9,99;65,68;9,19;8,49;6,91;10,13;66,83;7,64;8,12;6,77;9,85;64,51;10,75
31006;Araxá;2010;13239;9432;13506;118773;12754;167704;6732;4759;6958;60233;5779;84461;6507;4673;6548;58540;6975;83243;7,89;5,62;8,05;70,82;7,61;7,97;5,63;8,24;71,31;6,84;7,82;5,61;7,87;70,32;8,38
31007;Barbacena;2010;16122;12171;18549;158123;20218;225183;8221;6208;9405;77405;8618;109857;7901;5963;9144;80718;11600;115326;7,16;5,40;8,24;70,22;8,98;7,48;5,65;8,56;70,46;7,84;6,85;5,17;7,93;69,99;10,06
31008;Belo Horizonte Nova Lima Caeté;2010;230442;169101;246942;2285478;253604;3185567;117043;85759;124439;1084087;98960;1510288;113399;83342;122503;1201391;154644;1675279;7,23;5,31;7,75;71,74;7,96;7,75;5,68;8,24;71,78;6,55;6,77;4,97;7,31;71,71;9,23
31009;Betim;2010;55156;40166;59027;434784;34929;624062;28212;20292;29925;216534;15902;310865;26944;19874;29102;218250;19027;313197;8,84;6,44;9,46;69,67;5,60;9,08;6,53;9,63;69,66;5,12;8,60;6,35;9,29;69,68;6,08
31010;Bom Despacho;2010;7347;5829;8389;69677;9616;100858;3705;2968;4341;34819;4348;50181;3642;2861;4048;34858;5268;50677;7,28;5,78;8,32;69,08;9,53;7,38;5,91;8,65;69,39;8,66;7,19;5,65;7,99;68,78;10,40
31011;Brasília de Minas São Francisco;2010;22618;18131;26779;148738;18322;234588;11560;9244;13692;76713;8726;119935;11058;8887;13087;72025;9596;114653;9,64;7,73;11,42;63,40;7,81;9,64;7,71;11,42;63,96;7,28;9,64;7,75;11,41;62,82;8,37
31012;Carangola;2010;10451;8038;11379;83184;10820;123872;5365;4097;5779;42034;5046;62321;5086;3941;5600;41150;5774;61551;8,44;6,49;9,19;67,15;8,73;8,61;6,57;9,27;67,45;8,10;8,26;6,40;9,10;66,86;9,38
31013;Caratinga;2010;15972;12325;17676;128900;17299;192172;8207;6310;9108;64079;8129;95833;7765;6015;8568;64821;9170;96339;8,31;6,41;9,20;67,08;9,00;8,56;6,58;9,50;66,87;8,48;8,06;6,24;8,89;67,28;9,52
31014;Conselheiro Lafaiete Congonhas;2010;22026;16131;24227;203124;22863;288371;11137;8178;12355;100764;9764;142198;10889;7953;11872;102360;13099;146173;7,64;5,59;8,40;70,44;7,93;7,83;5,75;8,69;70,86;6,87;7,45;5,44;8,12;70,03;8,96
31015;Contagem;2010;64199;46461;67421;566139;43990;788210;32439;23389;34011;275192;18477;383508;31760;23072;33410;290947;25513;404702;8,14;5,89;8,55;71,83;5,58;8,46;6,10;8,87;71,76;4,82;7,85;5,70;8,26;71,89;6,30
31016;Coração de Jesus;2010;4172;3119;4831;30943;3914;46979;2146;1613;2356;16005;1826;23946;2026;1506;2475;14938;2088;23033;8,88;6,64;10,28;65,87;8,33;8,96;6,74;9,84;66,84;7,63;8,80;6,54;10,75;64,85;9,07
31017;Coronel Fabriciano Timóteo;2010;17283;12794;18541;152346;16826;217790;8752;6404;9379;73766;7316;105617;8531;6390;9162;78580;9510;112173;7,94;5,87;8,51;69,95;7,73;8,29;6,06;8,88;69,84;6,93;7,61;5,70;8,17;70,05;8,48
31018;Curvelo;2010;14091;10949;16005;118506;15163;174714;6982;5580;8071;58710;6898;86241;7109;5369;7934;59796;8265;88473;8,07;6,27;9,16;67,83;8,68;8,10;6,47;9,36;68,08;8,00;8,04;6,07;8,97;67,59;9,34
31019;Diamantina;2010;14619;11829;17691;108804;13570;166513;7496;6047;9063;54035;5782;82423;7123;5782;8628;54769;7788;84090;8,78;7,10;10,62;65,34;8,15;9,09;7,34;11,00;65,56;7,02;8,47;6,88;10,26;65,13;9,26
31020;Divinópolis Santo Antônio do Monte;2010;32018;23506;34390;305857;33773;429544;16170;11914;17694;151843;15006;212627;15848;11592;16696;154014;18767;216917;7,45;5,47;8,01;71,21;7,86;7,60;5,60;8,32;71,41;7,06;7,31;5,34;7,70;71,00;8,65
31021;Formiga;2010;8275;6514;9660;89614;12576;126639;4304;3323;4899;45032;5719;63277;3971;3191;4761;44582;6857;63362;6,53;5,14;7,63;70,76;9,93;6,80;5,25;7,74;71,17;9,04;6,27;5,04;7,51;70,36;10,82
31022;Francisco Sá;2010;6917;5430;8029;45680;4909;70965;3560;2825;4147;23737;2255;36524;3357;2605;3882;21943;2654;34441;9,75;7,65;11,31;64,37;6,92;9,75;7,73;11,35;64,99;6,17;9,75;7,56;11,27;63,71;7,71
31023;Frutal Iturama;2010;12867;8977;12569;113301;12474;160188;6527;4549;6430;58315;6273;82094;6340;4428;6139;54986;6201;78094;8,03;5,60;7,85;70,73;7,79;7,95;5,54;7,83;71,03;7,64;8,12;5,67;7,86;70,41;7,94
31024;Governador Valadares;2010;34755;26247;38798;274083;36183;410066;17682;13482;19792;131098;15752;197806;17073;12765;19006;142985;20431;212260;8,48;6,40;9,46;66,84;8,82;8,94;6,82;10,01;66,28;7,96;8,04;6,01;8,95;67,36;9,63
31025;Guanhães;2010;9700;8000;12071;72783;11053;113607;4993;4043;6095;36211;4798;56140;4707;3957;5976;36572;6255;57467;8,54;7,04;10,63;64,07;9,73;8,89;7,20;10,86;64,50;8,55;8,19;6,89;10,40;63,64;10,88
31026;Guaxupé;2010;11436;8286;12582;108192;14123;154619;5935;4231;6451;55876;6522;79015;5501;4055;6131;52316;7601;75604;7,40;5,36;8,14;69,97;9,13;7,51;5,35;8,16;70,72;8,25;7,28;5,36;8,11;69,20;10,05
31027;Ipatinga;2010;30743;22256;33112;261417;26877;374405;15659;11267;16789;127483;12376;183574;15084;10989;16323;133934;14501;190831;8,21;5,94;8,84;69,82;7,18;8,53;6,14;9,15;69,45;6,74;7,90;5,76;8,55;70,18;7,60
31028;Itabira;2010;17488;12713;19238;151758;17245;218442;8898;6448;9773;74066;7303;106488;8590;6265;9465;77692;9942;111954;8,01;5,82;8,81;69,47;7,89;8,36;6,06;9,18;69,55;6,86;7,67;5,60;8,45;69,40;8,88
31029;Itajubá;2010;14528;10911;16898;135792;17910;196039;7316;5641;8629;68482;8162;98230;7212;5270;8269;67310;9748;97809;7,41;5,57;8,62;69,27;9,14;7,45;5,74;8,78;69,72;8,31;7,37;5,39;8,45;68,82;9,97
31030;Itaobim;2010;7655;6068;8740;50197;8073;80733;3938;3102;4487;25454;3792;40773;3717;2966;4253;24743;4281;39960;9,48;7,52;10,83;62,18;10,00;9,66;7,61;11,00;62,43;9,30;9,30;7,42;10,64;61,92;10,71
31031;Itaúna;2010;8217;6106;9420;81060;9366;114169;4139;3085;4740;40588;4090;56642;4078;3021;4680;40472;5276;57527;7,20;5,35;8,25;71,00;8,20;7,31;5,45;8,37;71,66;7,22;7,09;5,25;8,14;70,35;9,17
31032;Ituiutaba;2010;13737;9540;14260;127689;19077;184303;7069;4961;7332;63879;9479;92720;6668;4579;6928;63810;9598;91583;7,45;5,18;7,74;69,28;10,35;7,62;5,35;7,91;68,89;10,22;7,28;5,00;7,56;69,67;10,48
31033;Janaúba Monte Azul;2010;24277;18262;26377;177314;19582;265812;12335;9196;13354;88965;9109;132959;11942;9066;13023;88349;10473;132853;9,13;6,87;9,92;66,71;7,37;9,28;6,92;10,04;66,91;6,85;8,99;6,82;9,80;66,50;7,88
31034;Januária;2010;11171;8282;12399;69590;8830;110272;5600;4159;6361;34883;4075;55078;5571;4123;6038;34707;4755;55194;10,13;7,51;11,24;63,11;8,01;10,17;7,55;11,55;63,33;7,40;10,09;7,47;10,94;62,88;8,62
31035;João Monlevade;2010;9999;7459;11197;91839;12154;132648;5051;3828;5608;43884;5202;63573;4948;3631;5589;47955;6952;69075;7,54;5,62;8,44;69,24;9,16;7,95;6,02;8,82;69,03;8,18;7,16;5,26;8,09;69,42;10,06
31036;João Pinheiro;2010;6223;4808;6911;45859;4316;68117;3233;2491;3550;23540;2167;34981;2990;2317;3361;22319;2149;33136;9,14;7,06;10,15;67,32;6,34;9,24;7,12;10,15;67,29;6,19;9,02;6,99;10,14;67,36;6,49
31037;Juiz de Fora Lima Duarte Bom Jardim Min;2010;43569;32194;48278;452753;60918;637712;22228;16425;24492;217369;24900;305414;21341;15769;23786;235384;36018;332298;6,83;5,05;7,57;71,00;9,55;7,28;5,38;8,02;71,17;8,15;6,42;4,75;7,16;70,84;10,84
31038;Lavras;2010;12415;9375;13921;119096;14949;169756;6332;4722;6982;58850;6615;83501;6083;4653;6939;60246;8334;86255;7,31;5,52;8,20;70,16;8,81;7,58;5,66;8,36;70,48;7,92;7,05;5,39;8,04;69,85;9,66
31039;Leopoldina Cataguases;2010;12132;8860;13474;120552;18830;173848;6158;4500;6848;59553;8268;85327;5974;4360;6626;60999;10562;88521;6,98;5,10;7,75;69,34;10,83;7,22;5,27;8,03;69,79;9,69;6,75;4,93;7,49;68,91;11,93
31040;Manga;2010;6109;4906;6849;35268;4515;57647;3130;2427;3521;17824;2142;29044;2979;2479;3328;17444;2373;28603;10,60;8,51;11,88;61,18;7,83;10,78;8,36;12,12;61,37;7,38;10,41;8,67;11,64;60,99;8,30
31041;Manhuaçu;2010;29084;21814;29956;215413;27075;323342;14874;10992;15216;108345;12614;162041;14210;10822;14740;107068;14461;161301;8,99;6,75;9,26;66,62;8,37;9,18;6,78;9,39;66,86;7,78;8,81;6,71;9,14;66,38;8,97
31042;Mantena;2010;5495;4160;6147;45367;6976;68145;2803;2151;3129;22203;3223;33509;2692;2009;3018;23164;3753;34636;8,06;6,10;9,02;66,57;10,24;8,36;6,42;9,34;66,26;9,62;7,77;5,80;8,71;66,88;10,84
31043;Minas Novas Turmalina Capelinha;2010;11262;9138;13373;77408;7336;118517;5752;4568;6770;39055;3037;59182;5510;4570;6603;38353;4299;59335;9,50;7,71;11,28;65,31;6,19;9,72;7,72;11,44;65,99;5,13;9,29;7,70;11,13;64,64;7,25
31044;Montes Claros Bocaiúva;2010;39339;28570;40670;317203;28900;454682;19928;14518;20594;153690;12600;221330;19411;14052;20076;163513;16300;233352;8,65;6,28;8,94;69,76;6,36;9,00;6,56;9,30;69,44;5,69;8,32;6,02;8,60;70,07;6,99
31045;Muriaé;2010;12089;8983;13113;114104;15707;163996;6134;4532;6698;56310;7134;80808;5955;4451;6415;57794;8573;83188;7,37;5,48;8,00;69,58;9,58;7,59;5,61;8,29;69,68;8,83;7,16;5,35;7,71;69,47;10,31
31046;Nanuque;2010;5840;4372;6299;45758;7046;69315;3004;2244;3184;22551;3190;34173;2836;2128;3115;23207;3856;35142;8,43;6,31;9,09;66,01;10,17;8,79;6,57;9,32;65,99;9,33;8,07;6,06;8,86;66,04;10,97
31047;Ouro Preto;2010;13451;9913;14859;119704;12022;169949;6849;5070;7541;58841;4896;83197;6602;4843;7318;60863;7126;86752;7,91;5,83;8,74;70,44;7,07;8,23;6,09;9,06;70,72;5,88;7,61;5,58;8,44;70,16;8,21
31048;Padre Paraíso;2010;6197;4991;6868;36477;5165;59698;3237;2553;3485;18320;2416;30011;2960;2438;3383;18157;2749;29687;10,38;8,36;11,50;61,10;8,65;10,79;8,51;11,61;61,04;8,05;9,97;8,21;11,40;61,16;9,26
31049;Pará de Minas;2010;17919;12735;17687;147339;12425;208105;9086;6577;9065;74723;5560;105011;8833;6158;8622;72616;6865;103094;8,61;6,12;8,50;70,80;5,97;8,65;6,26;8,63;71,16;5,29;8,57;5,97;8,36;70,44;6,66
31050;Passos Piumhi;2010;20833;15347;22623;191081;23765;273649;10752;7833;11585;96812;11171;138153;10081;7514;11038;94269;12594;135496;7,61;5,61;8,27;69,83;8,68;7,78;5,67;8,39;70,08;8,09;7,44;5,55;8,15;69,57;9,29
31051;Patos de Minas;2010;24987;19001;27778;233236;27505;332507;12735;9612;14200;117416;12698;166661;12252;9389;13578;115820;14807;165846;7,51;5,71;8,35;70,14;8,27;7,64;5,77;8,52;70,45;7,62;7,39;5,66;8,19;69,84;8,93
31052;Patrocínio Monte Carmelo;2010;14452;10805;15818;128284;13858;183217;7483;5498;8102;65601;6509;93193;6969;5307;7716;62683;7349;90024;7,89;5,90;8,63;70,02;7,56;8,03;5,90;8,69;70,39;6,98;7,74;5,90;8,57;69,63;8,16
31053;Pedra Azul;2010;5049;3924;5419;32760;4252;51404;2530;2018;2736;16429;1972;25685;2519;1906;2683;16331;2280;25719;9,82;7,63;10,54;63,73;8,27;9,85;7,86;10,65;63,96;7,68;9,79;7,41;10,43;63,50;8,87
31054;Pirapora;2010;13221;9687;13658;93038;8752;138356;6704;4924;6998;46559;4108;69293;6517;4763;6660;46479;4644;69063;9,56;7,00;9,87;67,25;6,33;9,67;7,11;10,10;67,19;5,93;9,44;6,90;9,64;67,30;6,72
31055;Poços de Caldas;2010;15352;10915;16177;152913;20390;215747;7752;5495;8194;75093;9143;105677;7600;5420;7983;77820;11247;110070;7,12;5,06;7,50;70,88;9,45;7,34;5,20;7,75;71,06;8,65;6,90;4,92;7,25;70,70;10,22
31056;Ponte Nova;2010;15915;12416;18355;142824;22746;212256;8038;6295;9370;70500;9869;104072;7877;6121;8985;72324;12877;108184;7,50;5,85;8,65;67,29;10,72;7,72;6,05;9,00;67,74;9,48;7,28;5,66;8,31;66,85;11,90
31057;Pouso Alegre;2010;37295;27230;40393;348621;42406;495945;19060;13846;20428;177018;20420;250772;18235;13384;19965;171603;21986;245173;7,52;5,49;8,14;70,29;8,55;7,60;5,52;8,15;70,59;8,14;7,44;5,46;8,14;69,99;8,97
31058;Resplendor;2010;7233;5342;7902;58219;9298;87994;3699;2694;4007;28466;4289;43155;3534;2648;3895;29753;5009;44839;8,22;6,07;8,98;66,16;10,57;8,57;6,24;9,29;65,96;9,94;7,88;5,91;8,69;66,36;11,17
31059;Salinas Taiobeiras;2010;17659;14239;20818;128806;16477;197999;8988;7248;10571;64970;7575;99352;8671;6991;10247;63836;8902;98647;8,92;7,19;10,51;65,05;8,32;9,05;7,30;10,64;65,39;7,62;8,79;7,09;10,39;64,71;9,02
31060;Santa Maria do Suaçuí São João Evangeli;2010;9250;7532;11271;63931;10007;101991;4757;3744;5711;32218;4391;50821;4493;3788;5560;31713;5616;51170;9,07;7,38;11,05;62,68;9,81;9,36;7,37;11,24;63,40;8,64;8,78;7,40;10,87;61,98;10,98
31061;Santo Antônio do Amparo Campo Belo;2010;13970;10871;15904;134267;19283;194295;7058;5527;8101;67416;8688;96790;6912;5344;7803;66851;10595;97505;7,19;5,60;8,19;69,10;9,92;7,29;5,71;8,37;69,65;8,98;7,09;5,48;8,00;68,56;10,87
31062;Santos Dumont;2010;3580;2564;4156;35309;4856;50465;1848;1286;2107;17382;2006;24629;1732;1278;2049;17927;2850;25836;7,09;5,08;8,24;69,97;9,62;7,50;5,22;8,55;70,58;8,14;6,70;4,95;7,93;69,39;11,03
31063;São João del Rei;2010;16129;12669;18372;159087;20921;227178;8128;6427;9296;78975;8919;111745;8001;6242;9076;80112;12002;115433;7,10;5,58;8,09;70,03;9,21;7,27;5,75;8,32;70,67;7,98;6,93;5,41;7,86;69,40;10,40
31064;São João Nepomuceno Bicas;2010;4957;3677;5642;47415;7522;69213;2452;1840;2828;23391;3321;33832;2505;1837;2814;24024;4201;35381;7,16;5,31;8,15;68,51;10,87;7,25;5,44;8,36;69,14;9,82;7,08;5,19;7,95;67,90;11,87
31065;São Lourenço;2010;18751;14120;20847;172094;24639;250451;9515;7100;10628;85680;11225;124148;9236;7020;10219;86414;13414;126303;7,49;5,64;8,32;68,71;9,84;7,66;5,72;8,56;69,01;9,04;7,31;5,56;8,09;68,42;10,62
31066;São Sebastião do Paraíso;2010;8947;6643;10119;82385;11871;119965;4554;3383;5160;41580;5384;60061;4393;3260;4959;40805;6487;59904;7,46;5,54;8,43;68,67;9,90;7,58;5,63;8,59;69,23;8,96;7,33;5,44;8,28;68,12;10,83
31067;Sete Lagoas;2010;31776;23979;35562;287535;31735;410587;16346;12261;18152;141908;13899;202566;15430;11718;17410;145627;17836;208021;7,74;5,84;8,66;70,03;7,73;8,07;6,05;8,96;70,06;6,86;7,42;5,63;8,37;70,01;8,57
31068;Teófilo Otoni Malacacheta Itambacuri;2010;28961;22793;32617;202859;29179;316409;14534;11558;16639;99186;12542;154459;14427;11235;15978;103673;16637;161950;9,15;7,20;10,31;64,11;9,22;9,41;7,48;10,77;64,22;8,12;8,91;6,94;9,87;64,02;10,27
31069;Três Corações;2010;10184;7720;11537;84845;9582;123868;5191;3901;5910;42711;4272;61985;4993;3819;5627;42134;5310;61883;8,22;6,23;9,31;68,50;7,74;8,37;6,29;9,53;68,91;6,89;8,07;6,17;9,09;68,09;8,58
31070;Três Pontas;2010;9392;7435;11100;82360;10097;120384;4759;3814;5645;41215;4663;60096;4633;3621;5455;41145;5434;60288;7,80;6,18;9,22;68,41;8,39;7,92;6,35;9,39;68,58;7,76;7,68;6,01;9,05;68,25;9,01
31071;Ubá;2010;21946;16555;24199;201825;27250;291775;11155;8357;12245;101321;12482;145560;10791;8198;11954;100504;14768;146215;7,52;5,67;8,29;69,17;9,34;7,66;5,74;8,41;69,61;8,58;7,38;5,61;8,18;68,74;10,10
31072;Uberaba;2010;28282;19223;27726;263749;30940;369920;14410;9873;14282;131106;13352;183023;13872;9350;13444;132643;17588;186897;7,65;5,20;7,50;71,30;8,36;7,87;5,39;7,80;71,63;7,30;7,42;5,00;7,19;70,97;9,41
31073;Uberlândia Araguari;2010;63514;44150;62069;581932;59761;811426;32433;22424;31688;286186;26346;399077;31081;21726;30381;295746;33415;412349;7,83;5,44;7,65;71,72;7,36;8,13;5,62;7,94;71,71;6,60;7,54;5,27;7,37;71,72;8,10
31074;Unaí;2010;23332;17463;25024;170571;15940;252330;11915;8947;12820;86921;7753;128356;11417;8516;12204;83650;8187;123974;9,25;6,92;9,92;67,60;6,32;9,28;6,97;9,99;67,72;6,04;9,21;6,87;9,84;67,47;6,60
31075;Varginha;2010;14268;10431;15213;129878;14013;183803;7062;5148;7680;64240;6187;90317;7206;5283;7533;65638;7826;93486;7,76;5,68;8,28;70,66;7,62;7,82;5,70;8,50;71,13;6,85;7,71;5,65;8,06;70,21;8,37
31076;Vespasiano;2010;23031;17781;25905;195556;17227;279500;11744;9073;13222;95565;7408;137012;11287;8708;12683;99991;9819;142488;8,24;6,36;9,27;69,97;6,16;8,57;6,62;9,65;69,75;5,41;7,92;6,11;8,90;70,18;6,89
31077;Viçosa;2010;9320;7098;10776;91596;11425;130215;4715;3573;5538;45394;5122;64342;4605;3525;5238;46202;6303;65873;7,16;5,45;8,28;70,34;8,77;7,33;5,55;8,61;70,55;7,96;6,99;5,35;7,95;70,14;9,57
32001;Central;2010;48816;35690;50239;395905;40652;571302;24741;18171;25470;198016;18472;284870;24075;17519;24769;197889;22180;286432;8,54;6,25;8,79;69,30;7,12;8,69;6,38;8,94;69,51;6,48;8,41;6,12;8,65;69,09;7,74
32002;Metropolitana;2010;161890;114178;162224;1367571;129530;1935393;82534;58163;82056;666223;54527;943503;79356;56015;80168;701348;75003;991890;8,36;5,90;8,38;70,66;6,69;8,75;6,16;8,70;70,61;5,78;8,00;5,65;8,08;70,71;7,56
32003;Norte;2010;34727;25827;36326;260266;27715;384861;17583;13072;18543;130220;13102;192520;17144;12755;17783;130046;14613;192341;9,02;6,71;9,44;67,63;7,20;9,13;6,79;9,63;67,64;6,81;8,91;6,63;9,25;67,61;7,60
32004;Sul;2010;50819;37389;53517;429951;51720;623396;25709;19179;27400;214177;23860;310325;25110;18210;26117;215774;27860;313071;8,15;6,00;8,58;68,97;8,30;8,28;6,18;8,83;69,02;7,69;8,02;5,82;8,34;68,92;8,90
33001;Baia da Ilha Grande;2010;20580;15715;22686;170466;14053;243500;10355;7995;11436;85064;6742;121592;10225;7720;11250;85402;7311;121908;8,45;6,45;9,32;70,01;5,77;8,52;6,58;9,41;69,96;5,54;8,39;6,33;9,23;70,05;6,00
33002;Baixada Litorânea;2010;56871;41407;60329;469422;51464;679493;29176;21150;30780;228967;23372;333445;27695;20257;29549;240455;28092;346048;8,37;6,09;8,88;69,08;7,57;8,75;6,34;9,23;68,67;7,01;8,00;5,85;8,54;69,49;8,12
33003;Centro-Sul;2010;23501;17459;26776;222311;29304;319351;11960;8912;13610;107908;12698;155088;11541;8547;13166;114403;16606;164263;7,36;5,47;8,38;69,61;9,18;7,71;5,75;8,78;69,58;8,19;7,03;5,20;8,02;69,65;10,11
